item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000329,Protein_Bars,46.2,30.0,41.9,29.04,62,,1446,Storage_Bay
000330,Medical_Scanner,20.9,48.2,23.9,12.04,92,2026-10-27T00:00:00Z,29,Lab
000331,Pressure_Regulator,49.9,31.1,17.1,13.27,36,,4902,Airlock
000332,Waste_Management_Kit,11.4,18.0,19.5,3.5,9,,49,Engineering_Bay
000333,Handheld_Spectrometer,42.6,36.0,34.1,26.15,58,,4976,Lab
000334,Asteroid_Sample_Container,11.9,18.1,14.0,2.3,50,,3772,Lab
000335,Communication_Device,26.2,11.4,48.3,7.21,79,,597,Crew_Quarters
000336,Circuit_Board,13.6,19.8,34.9,4.7,23,,2949,Engineering_Bay
000337,Gyroscope_Module,49.9,22.4,28.4,15.87,27,,4733,Engineering_Bay
000338,Medical_Scanner,33.8,24.2,35.2,14.4,8,2026-10-29T00:00:00Z,22,Lab
000339,Research_Samples,16.8,12.8,19.2,6.0,56,,3145,Lab
000340,Helmet_Visor,10.8,21.6,16.8,1.96,59,,2286,Crew_Quarters
000341,Solar_Panel,40.7,84.7,1.3,7.0,26,,1543,Power_Bay
000342,Communication_Device,31.9,38.7,16.0,9.88,33,,2491,Crew_Quarters
000343,Food_Packet,16.1,28.0,21.9,9.0,87,2027-03-26T00:00:00Z,83,Crew_Quarters
000344,Radiation_Shield,26.1,35.1,25.4,11.63,30,,2698,Storage_Bay
000345,Oxygen_Cylinder,26.0,25.9,98.4,26.6,92,,897,Crew_Quarters
000346,Fire_Extinguisher,29.6,30.8,11.5,5.24,23,,1834,Crew_Quarters
000347,Research_Samples,25.5,21.1,13.8,6.6,75,,3864,Lab
000348,Space_Suit,23.7,49.5,31.9,18.71,59,,2853,Airlock
000349,Asteroid_Sample_Container,12.7,11.7,20.5,4.4,48,,2984,Lab
000350,Laptop,42.9,20.4,34.8,15.23,57,,3663,Crew_Quarters
000351,Water_Purification_Unit,42.9,43.0,42.3,39.02,1,,1288,Crew_Quarters
000352,LED_Work_Light,29.2,35.7,49.8,25.96,88,,1148,Engineering_Bay
000353,First_Aid_Kit,17.1,19.7,20.8,3.0,27,,79,Crew_Quarters
000354,Water_Bottle,27.9,49.2,32.3,22.17,43,,834,Storage_Bay
000355,CO2_Scrubber,21.7,49.5,11.9,6.39,81,,902,Life_Support
000356,Handheld_Spectrometer,29.4,16.7,43.2,10.61,93,,2483,Engineering_Bay
000357,Laptop,43.5,42.8,19.2,17.87,44,,1845,Command_Center
000358,Tool_Kit,28.8,11.4,23.6,6.6,31,,100,Maintenance_Bay
000359,Gyroscope_Module,29.0,28.9,47.7,19.99,94,,3090,Cockpit
000360,Helmet_Visor,11.4,43.8,14.6,3.65,69,,3800,Crew_Quarters
000361,Battery_Pack,34.4,39.2,40.0,26.97,58,,113,Power_Bay
000362,Water_Purification_Unit,35.9,23.1,29.4,12.19,52,,1795,Life_Support
000363,Pressure_Regulator,38.5,26.7,44.5,22.87,23,,3627,Airlock
000364,Asteroid_Sample_Container,26.3,18.8,16.3,6.5,71,,3017,Storage_Bay
000365,Scientific_Sensor,36.6,38.4,43.1,30.29,31,,3602,Lab
000366,Food_Packet,12.4,24.5,20.4,6.4,7,2026-03-17T00:00:00Z,40,Storage_Bay
000367,Battery_Pack,21.2,27.6,37.3,10.91,65,,831,Power_Bay
000368,Fire_Extinguisher,38.1,24.6,20.9,9.79,2,,3208,Crew_Quarters
000369,Battery_Pack,20.3,40.6,25.3,10.43,75,,867,External_Storage
000370,Protein_Bars,14.5,33.0,27.6,6.6,81,,3903,Crew_Quarters
000371,LED_Work_Light,20.2,44.1,40.3,17.95,66,,3237,Maintenance_Bay
000372,Emergency_Oxygen_Mask,28.9,32.5,26.4,12.4,73,,2690,Medical_Bay
000373,Protein_Bars,23.0,44.2,21.2,10.78,9,,3557,Crew_Quarters
000374,Scientific_Sensor,10.7,44.4,12.5,2.97,55,,4993,Cockpit
000375,Water_Bottle,47.2,12.5,17.0,5.01,24,,94,Crew_Quarters
000376,Space_Suit,11.0,33.1,38.8,7.06,29,,224,Storage_Bay
000377,First_Aid_Kit,24.4,15.3,16.9,3.6,31,,44,Crew_Quarters
000378,Microgravity_Lab_Kit,28.5,15.8,21.7,3.9,95,,28,Lab
000379,Medical_Scanner,28.0,19.0,36.2,9.63,48,2025-05-31T00:00:00Z,28,Lab
000380,Battery_Pack,36.7,36.9,45.8,31.01,86,,999,Power_Bay
000381,Asteroid_Sample_Container,26.5,21.9,21.5,4.0,11,,1627,Storage_Bay
000382,Cooling_System,18.0,33.1,31.5,9.38,9,,2839,Power_Bay
000383,Communication_Device,28.6,41.5,35.7,21.19,66,,3395,Command_Center
000384,Waste_Management_Kit,15.8,21.8,20.3,6.6,72,,11,Engineering_Bay
000385,Circuit_Board,17.5,24.6,19.5,4.2,77,,4024,Engineering_Bay
000386,Water_Bottle,19.0,22.2,23.7,5.0,90,,3033,Crew_Quarters
000387,Protein_Bars,36.8,21.2,20.3,7.92,72,,3574,Crew_Quarters
000388,Emergency_Oxygen_Mask,29.7,32.4,50.0,24.06,52,,4813,Medical_Bay
000389,CO2_Scrubber,16.4,34.7,36.8,10.47,97,,453,Life_Support
000390,Research_Samples,17.6,20.0,10.9,3.7,42,,1302,Storage_Bay
000391,Helmet_Visor,43.2,38.4,14.5,12.03,69,,3631,Storage_Bay
000392,3D_Printer,42.6,38.4,46.6,38.12,63,,3643,Engineering_Bay
000393,3D_Printer,29.4,19.4,48.9,13.95,74,,917,Engineering_Bay
000394,Pressure_Regulator,15.5,15.6,20.8,2.51,67,,882,Airlock
000395,Medical_Scanner,14.1,36.3,27.7,7.09,93,2026-09-15T00:00:00Z,74,Medical_Bay
000396,LED_Work_Light,21.7,21.8,46.0,10.88,1,,3932,Engineering_Bay
000397,Communication_Device,22.2,19.0,30.2,6.37,60,,836,Command_Center
000398,Gyroscope_Module,25.9,10.2,45.7,6.04,42,,2005,Engineering_Bay
000399,Lab_Microscope,26.6,15.1,38.4,7.71,47,,1385,Medical_Bay
000400,Research_Samples,15.5,10.1,15.5,7.3,61,,3474,Lab
000401,Handheld_Spectrometer,32.7,22.9,23.6,8.84,59,,2055,Engineering_Bay
000402,Battery_Pack,48.7,16.7,32.3,13.13,10,,442,External_Storage
000403,Seed_Packets,27.1,21.2,21.7,1.9,50,,89,Lab
000404,Oxygen_Cylinder,26.1,22.8,88.5,22.7,5,,2633,Crew_Quarters
000405,Gyroscope_Module,26.2,34.1,14.1,6.3,21,,2664,Engineering_Bay
000406,First_Aid_Kit,28.6,20.1,15.1,1.7,44,,74,Crew_Quarters
000407,Battery_Pack,11.3,48.5,35.4,9.7,97,,845,Power_Bay
000408,Circuit_Board,40.6,38.3,23.1,17.96,62,,4986,Storage_Bay
000409,Asteroid_Sample_Container,21.7,22.8,12.1,2.6,98,,4446,Lab
000410,Medical_Scanner,33.8,12.2,11.1,2.29,27,2025-07-09T00:00:00Z,66,Lab
000411,Seed_Packets,21.1,25.2,17.6,8.4,32,,36,Lab
000412,Navigation_Module,26.6,24.9,40.8,13.51,2,,1017,Cockpit
000413,Fire_Extinguisher,46.0,33.2,23.3,17.79,26,,1469,Engineering_Bay
000414,CO2_Scrubber,40.4,12.2,13.8,3.4,65,,675,Life_Support
000415,First_Aid_Kit,12.2,15.9,22.1,5.8,96,,95,Medical_Bay
000416,Scientific_Sensor,20.1,14.0,31.5,4.43,10,,1708,Cockpit
000417,Emergency_Beacon,16.5,19.7,24.1,3.92,92,,157,Cockpit
000418,Pressure_Regulator,37.0,10.1,25.3,4.73,95,,3322,Engineering_Bay
000419,Communication_Device,43.7,20.8,43.9,19.95,92,,1243,Command_Center
000420,Tool_Kit,17.6,18.6,29.7,7.4,3,,56,Maintenance_Bay
000421,Water_Purification_Unit,11.6,14.8,42.3,3.63,53,,1536,Crew_Quarters
000422,Research_Samples,23.6,27.5,13.8,4.0,1,,97,Storage_Bay
000423,Asteroid_Sample_Container,22.8,29.9,24.7,8.2,2,,2529,Storage_Bay
000424,Communication_Device,45.2,23.5,24.4,12.96,87,,892,Crew_Quarters
000425,Thruster_Fuel,44.6,16.8,47.2,17.68,25,,1116,Engine_Bay
000426,Emergency_Beacon,14.3,31.1,10.4,2.31,15,,4217,Cockpit
000427,Vacuum_Sealed_Tools,38.8,38.4,43.4,32.33,10,,1595,Storage_Bay
000428,Laptop,21.1,25.1,41.8,11.07,89,,1728,Command_Center
000429,Asteroid_Sample_Container,16.7,17.6,10.7,5.7,6,,2711,Lab
000430,Food_Packet,13.3,28.3,12.1,4.2,24,2025-08-16T00:00:00Z,78,Storage_Bay
000431,EV_Suit_Battery,33.8,34.6,35.6,20.82,86,,727,Storage_Bay
000432,Navigation_Module,42.6,32.7,44.6,31.06,89,,405,Command_Center
000433,Emergency_Beacon,39.3,17.3,30.5,10.37,23,,635,Command_Center
000434,Circuit_Board,13.6,47.8,13.8,4.49,41,,2746,Engineering_Bay
000435,Protein_Bars,35.8,12.6,35.9,8.1,19,,1365,Crew_Quarters
000436,Seed_Packets,24.0,10.9,21.0,7.7,89,,65,Greenhouse
000437,Communication_Device,33.6,49.9,46.9,39.32,96,,4899,Crew_Quarters
000438,Seed_Packets,16.0,24.9,26.9,7.8,54,,99,Lab
000439,3D_Printer,14.0,15.5,43.1,4.68,10,,2760,Lab
000440,Microgravity_Lab_Kit,30.0,10.8,15.8,7.6,1,,30,Lab
000441,Pressure_Regulator,34.6,32.5,11.0,6.18,53,,1558,Airlock
000442,CO2_Scrubber,22.1,14.2,45.5,7.14,65,,969,Life_Support
000443,Solar_Panel,91.0,65.6,3.0,11.2,77,,4052,Power_Bay
000444,Emergency_Beacon,10.6,48.9,22.4,5.81,76,,3115,Command_Center
000445,Navigation_Module,28.9,32.2,15.3,7.12,36,,4419,Cockpit
000446,CO2_Scrubber,32.9,29.4,25.8,12.48,48,,877,Engineering_Bay
000447,Protein_Bars,12.8,33.4,32.3,6.9,3,,94,Crew_Quarters
000448,Handheld_Spectrometer,12.2,14.5,32.2,2.85,59,,1618,Lab
000449,Oxygen_Cylinder,28.6,23.1,59.6,24.9,57,,3909,Medical_Bay
000450,Seed_Packets,24.6,19.1,19.9,7.5,69,,60,Lab
000451,Lab_Microscope,27.0,32.2,13.6,5.91,70,,2321,Medical_Bay
000452,Microgravity_Lab_Kit,27.9,28.8,28.6,2.0,46,,79,Lab
000453,Antibiotic_Supply,44.0,45.9,44.9,45.34,34,2026-12-28T00:00:00Z,677,Medical_Bay
000454,Thruster_Fuel,23.9,35.5,36.5,15.48,85,,4309,Storage_Bay
000455,Gyroscope_Module,22.4,20.4,34.4,7.86,58,,2228,Cockpit
000456,Emergency_Beacon,23.0,44.1,30.4,15.42,95,,2129,Command_Center
000457,Waste_Management_Kit,22.3,17.2,24.4,2.9,82,,87,Sanitation_Bay
000458,Emergency_Oxygen_Mask,12.1,38.8,35.0,8.22,47,,1498,Medical_Bay
000459,Seed_Packets,14.9,17.1,22.2,5.2,68,,78,Lab
000460,Battery_Pack,36.2,25.5,24.9,11.49,39,,370,Power_Bay
000461,Lab_Microscope,25.2,24.1,21.9,6.65,56,,4886,Lab
000462,Lab_Microscope,28.7,37.2,31.2,16.66,98,,728,Medical_Bay
000463,Emergency_Oxygen_Mask,39.4,34.0,38.3,25.65,86,,2839,Crew_Quarters
000464,Food_Packet,24.5,26.9,14.9,3.2,18,2025-08-17T00:00:00Z,14,Storage_Bay
000465,Circuit_Board,10.9,29.2,42.1,6.7,61,,405,Storage_Bay
000466,EV_Suit_Battery,26.0,18.6,22.0,5.32,96,,937,Storage_Bay
000467,Microgravity_Lab_Kit,13.1,22.6,26.9,6.2,11,,98,Lab
000468,Seed_Packets,29.0,11.3,29.9,2.6,17,,63,Lab
000469,Tool_Kit,11.5,16.5,25.0,5.8,62,,32,Maintenance_Bay
000470,Space_Suit,47.9,46.5,15.0,16.71,55,,4163,Airlock
000471,Waste_Management_Kit,16.0,27.8,10.5,1.7,44,,99,Engineering_Bay
000472,Antibiotic_Supply,38.3,33.9,13.6,8.83,44,2025-12-01T00:00:00Z,90,Lab
000473,Tether_Reel,34.7,32.3,12.4,6.95,31,,2092,External_Storage
000474,3D_Printer,22.6,12.3,45.6,6.34,6,,3262,Engineering_Bay
000475,Circuit_Board,17.6,39.7,11.4,3.98,83,,2162,Engineering_Bay
000476,EV_Suit_Battery,33.4,28.0,42.0,19.64,23,,517,Airlock
000477,Tool_Kit,25.5,11.7,17.2,7.0,62,,12,Maintenance_Bay
000478,Seed_Packets,20.8,28.3,25.5,7.5,86,,73,Lab
000479,Emergency_Oxygen_Mask,48.0,11.1,38.0,10.12,3,,3697,Crew_Quarters
000480,First_Aid_Kit,23.6,19.3,26.8,8.5,13,,45,Medical_Bay
000481,Communication_Device,26.7,43.1,19.8,11.39,46,,4993,Crew_Quarters
000482,Protein_Bars,19.0,41.5,12.8,5.05,79,,3510,Storage_Bay
000483,Laptop,46.4,19.8,48.3,22.19,69,,3560,Command_Center
000484,Medical_Scanner,41.0,14.1,39.8,11.5,21,2026-12-10T00:00:00Z,27,Medical_Bay
000485,Space_Suit,20.6,22.8,39.6,9.3,68,,1928,Airlock
000486,Food_Packet,25.1,13.2,22.5,3.8,98,2027-02-13T00:00:00Z,2,Crew_Quarters
000487,Fire_Extinguisher,26.3,23.8,31.1,9.73,49,,1426,Engineering_Bay
000488,EV_Suit_Battery,18.8,20.6,31.6,6.12,13,,927,Airlock
000489,LED_Work_Light,32.5,28.0,44.7,20.34,49,,2415,Maintenance_Bay
000490,Research_Samples,11.5,29.5,28.0,7.3,57,,2467,Lab
000491,Research_Samples,28.9,27.1,27.8,2.8,67,,311,Lab
000492,EV_Suit_Battery,40.7,31.6,46.5,29.9,73,,921,Storage_Bay
000493,Navigation_Module,43.3,44.7,47.6,46.07,40,,3914,Cockpit
000494,First_Aid_Kit,25.2,16.0,11.6,9.0,62,,64,Crew_Quarters
000495,Lab_Microscope,12.4,12.8,49.3,3.91,5,,4128,Lab
000496,Navigation_Module,31.8,24.2,23.3,8.97,87,,2423,Cockpit
000497,Asteroid_Sample_Container,28.3,21.4,14.5,8.4,31,,3403,Lab
000498,Lab_Microscope,34.0,19.6,17.4,5.8,65,,3295,Medical_Bay
000499,Tool_Kit,16.5,18.4,29.8,1.0,2,,57,Storage_Bay
000500,Scientific_Sensor,23.8,32.0,41.1,15.65,24,,3726,Lab
000501,Fire_Extinguisher,43.0,28.2,23.9,14.49,30,,3512,Engineering_Bay
000502,Water_Bottle,26.6,36.8,20.8,10.18,71,,4797,Storage_Bay
000503,Food_Packet,10.2,16.8,27.7,3.8,94,2025-07-03T00:00:00Z,35,Storage_Bay
000504,Circuit_Board,10.1,39.4,42.9,8.54,30,,2043,Engineering_Bay
000505,Water_Bottle,17.7,38.1,16.1,5.43,99,,3877,Storage_Bay
000506,EV_Suit_Battery,48.8,28.5,31.3,21.77,15,,242,Airlock
000507,Microgravity_Lab_Kit,21.0,22.9,10.9,2.9,91,,6,Lab
000508,Pressure_Regulator,44.3,16.4,13.7,4.98,61,,4323,Engineering_Bay
000509,LED_Work_Light,18.6,49.1,22.8,10.41,12,,1939,Engineering_Bay
000510,Navigation_Module,20.4,28.4,21.8,6.32,64,,3126,Cockpit
000511,Solar_Panel,69.1,62.5,2.1,13.3,61,,2406,External_Storage
000512,Water_Bottle,35.8,37.1,11.2,7.44,77,,329,Crew_Quarters
000513,Waste_Management_Kit,28.3,22.4,10.2,8.4,12,,15,Sanitation_Bay
000514,Antibiotic_Supply,25.2,39.1,27.8,13.7,57,2025-07-23T00:00:00Z,4885,Medical_Bay
000515,Tether_Reel,17.8,25.2,47.9,10.74,16,,4971,Airlock
000516,Cooling_System,25.3,32.4,25.7,10.53,41,,3629,Power_Bay
000517,Tether_Reel,16.4,44.7,20.0,7.33,9,,984,Airlock
000518,Thruster_Fuel,46.1,44.8,47.9,49.46,47,,990,Storage_Bay
000519,Microgravity_Lab_Kit,16.7,23.6,26.9,9.6,71,,42,Lab
000520,Emergency_Oxygen_Mask,35.1,24.6,45.1,19.47,34,,59,Crew_Quarters
000521,Medical_Scanner,17.5,29.9,22.1,5.78,79,2026-12-13T00:00:00Z,64,Medical_Bay
000522,Laptop,48.5,23.6,14.5,8.3,17,,3510,Command_Center
000523,Lab_Microscope,35.1,29.9,38.0,19.94,49,,1950,Medical_Bay
000524,Thruster_Fuel,34.3,10.4,14.8,2.64,63,,3689,Engine_Bay
000525,CO2_Scrubber,43.3,44.7,27.6,26.71,41,,253,Life_Support
000526,Communication_Device,35.2,12.2,35.1,7.54,39,,3652,Crew_Quarters
000527,3D_Printer,34.5,49.9,23.4,20.14,32,,953,Engineering_Bay
000528,Circuit_Board,32.2,38.2,33.0,20.3,7,,2580,Storage_Bay
000529,EV_Suit_Battery,14.0,35.4,36.4,9.02,21,,687,Storage_Bay
000530,Food_Packet,29.6,25.5,15.6,9.4,34,2025-12-16T00:00:00Z,59,Crew_Quarters
000531,CO2_Scrubber,22.1,33.6,14.8,5.49,22,,545,Engineering_Bay
000532,Antibiotic_Supply,12.4,10.2,39.0,2.47,8,2026-10-26T00:00:00Z,3202,Medical_Bay
000533,Asteroid_Sample_Container,14.1,20.8,23.9,4.2,43,,3823,Storage_Bay
000534,CO2_Scrubber,25.7,13.7,23.2,4.08,49,,446,Engineering_Bay
000535,Microgravity_Lab_Kit,13.8,29.9,26.8,7.4,1,,50,Lab
000536,Waste_Management_Kit,26.3,19.4,14.1,8.9,38,,76,Sanitation_Bay
000537,Antibiotic_Supply,31.9,48.0,35.7,27.33,30,2026-01-19T00:00:00Z,334,Lab
000538,Fire_Extinguisher,43.4,40.2,27.2,23.73,86,,2571,Crew_Quarters
000539,Fire_Extinguisher,22.1,19.1,41.4,8.74,97,,3359,Engineering_Bay
000540,CO2_Scrubber,34.9,18.8,12.6,4.13,17,,500,Engineering_Bay
000541,Emergency_Oxygen_Mask,43.6,47.6,40.7,42.23,81,,1078,Medical_Bay
000542,Seed_Packets,14.0,10.2,13.7,10.0,54,,100,Greenhouse
000543,Emergency_Oxygen_Mask,33.0,31.5,41.6,21.62,9,,211,Crew_Quarters
000544,Helmet_Visor,10.6,37.8,44.3,8.88,4,,1941,Storage_Bay
000545,Pressure_Regulator,34.0,23.1,20.8,8.17,80,,4150,Airlock
000546,Battery_Pack,38.5,45.4,27.3,23.86,14,,357,Power_Bay
000547,Fire_Extinguisher,45.7,15.0,23.2,7.95,66,,842,Crew_Quarters
000548,Asteroid_Sample_Container,29.7,17.5,27.8,5.8,51,,820,Lab
000549,Scientific_Sensor,13.8,46.0,16.2,5.14,100,,4823,Lab
000550,Lab_Microscope,10.3,33.4,23.6,4.06,80,,970,Medical_Bay
000551,Battery_Pack,19.7,20.4,46.3,9.3,4,,675,External_Storage
000552,Cooling_System,36.7,13.8,40.7,10.31,61,,95,Engineering_Bay
000553,Gyroscope_Module,34.2,45.8,37.3,29.21,63,,2062,Engineering_Bay
000554,Waste_Management_Kit,26.8,10.4,18.4,8.6,98,,23,Sanitation_Bay
000555,Vacuum_Sealed_Tools,17.0,47.7,29.0,11.76,41,,301,Maintenance_Bay
000556,3D_Printer,45.4,34.5,34.9,27.33,60,,2503,Engineering_Bay
000557,Waste_Management_Kit,10.0,26.1,13.9,1.4,88,,20,Engineering_Bay
000558,Communication_Device,32.6,25.3,24.2,9.98,51,,1429,Command_Center
000559,3D_Printer,25.9,29.7,49.4,19.0,39,,2551,Lab
000560,Radiation_Shield,34.6,22.4,22.3,8.64,24,,762,Storage_Bay
000561,Space_Suit,47.9,15.5,14.1,5.23,84,,4071,Storage_Bay
000562,Medical_Scanner,26.2,48.2,24.9,15.72,60,2025-05-17T00:00:00Z,63,Medical_Bay
000563,Microgravity_Lab_Kit,19.3,20.2,13.1,9.3,8,,57,Lab
000564,Seed_Packets,28.5,13.1,23.4,1.4,96,,98,Greenhouse
000565,Handheld_Spectrometer,42.2,43.4,23.6,21.61,18,,2268,Lab
000566,3D_Printer,22.5,17.8,42.9,8.59,22,,2357,Engineering_Bay
000567,Research_Samples,18.2,23.6,27.0,6.6,30,,4750,Storage_Bay
000568,Tether_Reel,33.8,16.9,20.3,5.8,45,,3160,External_Storage
000569,Emergency_Beacon,23.4,26.3,37.6,11.57,99,,723,Cockpit
000570,Emergency_Beacon,47.2,45.6,26.9,28.95,16,,2796,Cockpit
000571,Food_Packet,10.3,22.7,17.4,2.4,76,2026-07-31T00:00:00Z,77,Crew_Quarters
000572,Emergency_Beacon,23.5,27.1,43.4,13.82,47,,4424,Command_Center
000573,Communication_Device,45.4,33.1,30.1,22.62,58,,930,Command_Center
000574,CO2_Scrubber,44.5,39.8,17.5,15.5,88,,961,Life_Support
000575,Antibiotic_Supply,26.8,32.2,40.0,17.26,96,2026-03-31T00:00:00Z,1464,Lab
000576,Cooling_System,25.9,17.8,30.6,7.05,41,,4141,Engineering_Bay
000577,Pressure_Regulator,38.8,46.9,21.3,19.38,48,,1674,Airlock
000578,Lab_Microscope,35.9,38.2,19.2,13.17,84,,3718,Lab
000579,LED_Work_Light,44.0,22.5,15.6,7.72,46,,4560,Maintenance_Bay
000580,Medical_Scanner,26.1,32.0,40.2,16.79,8,2026-10-08T00:00:00Z,36,Medical_Bay
000581,Protein_Bars,39.2,22.9,46.2,20.74,38,,4281,Crew_Quarters
000582,Tether_Reel,28.4,22.7,28.2,9.09,71,,2495,Airlock
000583,Helmet_Visor,40.8,12.1,18.8,4.64,92,,2138,Storage_Bay
000584,Tether_Reel,14.9,18.5,39.1,5.39,32,,1777,External_Storage
000585,Circuit_Board,36.6,30.9,43.8,24.77,30,,4845,Storage_Bay
000586,Microgravity_Lab_Kit,18.1,22.4,17.5,6.2,10,,86,Crew_Quarters
000587,Thruster_Fuel,48.5,46.3,37.5,42.1,35,,2681,Storage_Bay
000588,Medical_Scanner,24.1,32.4,43.4,16.94,49,2026-01-13T00:00:00Z,5,Medical_Bay
000589,Emergency_Beacon,23.0,22.3,30.5,7.82,74,,4164,Cockpit
000590,Oxygen_Cylinder,16.0,28.4,88.1,38.7,89,,2353,Crew_Quarters
000591,Tether_Reel,20.9,43.4,37.2,16.87,17,,46,External_Storage
000592,Microgravity_Lab_Kit,14.3,12.6,28.6,5.1,47,,4,Crew_Quarters
000593,Seed_Packets,19.0,11.8,10.3,9.3,4,,33,Lab
000594,EV_Suit_Battery,42.7,11.4,25.5,6.21,80,,838,Storage_Bay
000595,Oxygen_Cylinder,28.4,26.1,85.8,36.1,38,,1553,Airlock
000596,Circuit_Board,32.6,31.3,12.8,6.53,55,,1759,Storage_Bay
000597,Gyroscope_Module,25.4,36.5,42.9,19.89,54,,1741,Engineering_Bay
000598,Lab_Microscope,48.2,49.2,30.3,35.93,80,,4703,Lab
000599,Communication_Device,34.9,13.4,40.6,9.49,76,,978,Command_Center
000600,Water_Purification_Unit,34.4,33.3,11.9,6.82,62,,2225,Life_Support
000601,Handheld_Spectrometer,11.0,45.6,20.6,5.17,91,,2869,Engineering_Bay
000602,Laptop,44.0,13.8,22.8,6.92,84,,2091,Crew_Quarters
000603,Circuit_Board,32.8,11.4,12.6,2.36,69,,4098,Storage_Bay
000604,Lab_Microscope,46.6,24.1,45.3,25.44,60,,3936,Medical_Bay
000605,Emergency_Oxygen_Mask,30.6,48.7,34.8,25.93,99,,1244,Crew_Quarters
000606,Emergency_Beacon,47.5,21.3,48.8,24.69,49,,3635,Command_Center
000607,Microgravity_Lab_Kit,15.0,22.0,27.5,5.7,78,,24,Crew_Quarters
000608,Oxygen_Cylinder,27.6,26.9,83.0,38.2,6,,2717,Airlock
000609,Pressure_Regulator,47.0,23.8,44.9,25.11,73,,1297,Airlock
000610,Scientific_Sensor,30.2,43.9,36.5,24.2,100,,3321,Lab
000611,Gyroscope_Module,35.2,11.1,49.2,9.61,79,,1093,Cockpit
000612,Microgravity_Lab_Kit,25.0,28.6,21.7,6.4,57,,8,Crew_Quarters
000613,Lab_Microscope,11.8,17.0,44.1,4.42,2,,4867,Medical_Bay
000614,Protein_Bars,19.2,15.1,22.7,3.29,63,,3652,Storage_Bay
000615,Protein_Bars,19.5,37.7,43.0,15.81,60,,1067,Storage_Bay
000616,Solar_Panel,58.9,59.1,1.9,11.3,27,,2630,Power_Bay
000617,Scientific_Sensor,18.1,29.6,21.0,5.63,96,,2677,Cockpit
000618,Emergency_Beacon,27.4,27.7,12.3,4.67,73,,3220,Cockpit
000619,Navigation_Module,41.7,13.1,40.6,11.09,39,,1948,Command_Center
000620,Antibiotic_Supply,22.9,12.6,40.4,5.83,62,2025-06-12T00:00:00Z,679,Medical_Bay
000621,Vacuum_Sealed_Tools,21.7,30.6,12.0,3.98,53,,1833,Storage_Bay
000622,Antibiotic_Supply,18.2,23.9,25.5,5.55,85,2026-02-14T00:00:00Z,1254,Lab
000623,Medical_Scanner,13.6,28.2,18.1,3.47,75,2026-09-23T00:00:00Z,68,Medical_Bay
000624,3D_Printer,15.1,19.8,16.5,2.47,72,,3032,Lab
000625,Research_Samples,24.6,25.1,25.7,2.6,41,,932,Storage_Bay
000626,Seed_Packets,22.2,17.1,12.2,9.2,30,,62,Greenhouse
000627,Tether_Reel,20.2,35.4,34.9,12.48,83,,1734,External_Storage
000628,Helmet_Visor,27.3,43.4,12.0,7.11,69,,2083,Storage_Bay
000629,Microgravity_Lab_Kit,14.3,25.2,13.4,3.1,4,,22,Crew_Quarters
000630,3D_Printer,48.8,11.0,27.2,7.3,27,,3960,Engineering_Bay
000631,Seed_Packets,14.0,30.0,11.6,4.8,92,,19,Greenhouse
000632,Vacuum_Sealed_Tools,17.5,31.2,22.5,6.14,53,,2904,Maintenance_Bay
000633,Food_Packet,21.1,10.3,29.5,9.3,4,2026-10-12T00:00:00Z,84,Crew_Quarters
000634,LED_Work_Light,43.7,34.7,39.3,29.8,8,,2208,Engineering_Bay
000635,Gyroscope_Module,25.5,32.3,30.6,12.6,46,,3504,Cockpit
000636,Fire_Extinguisher,36.8,30.5,28.0,15.71,56,,3551,Engineering_Bay
000637,Protein_Bars,16.9,14.7,44.1,5.48,51,,3712,Crew_Quarters
000638,Circuit_Board,43.3,29.9,32.5,21.04,47,,3581,Engineering_Bay
000639,Antibiotic_Supply,34.6,40.3,15.7,10.95,28,2026-12-16T00:00:00Z,4056,Lab
000640,Gyroscope_Module,45.3,33.3,14.2,10.71,90,,885,Engineering_Bay
000641,Asteroid_Sample_Container,15.2,25.3,27.5,7.5,80,,2770,Lab
000642,Food_Packet,10.2,25.6,23.2,6.4,41,2026-08-29T00:00:00Z,33,Crew_Quarters
000643,Gyroscope_Module,31.2,49.2,25.7,19.73,31,,4229,Cockpit
000644,Scientific_Sensor,28.7,28.3,34.9,14.17,67,,2226,Cockpit
000645,Emergency_Beacon,44.4,37.5,19.0,15.82,94,,989,Cockpit
000646,Lab_Microscope,37.1,43.8,23.5,19.09,97,,1378,Lab
000647,EV_Suit_Battery,44.0,26.7,45.5,26.73,92,,748,Airlock
000648,Research_Samples,10.7,24.1,29.3,8.8,16,,760,Lab
000649,Fire_Extinguisher,12.4,22.8,29.4,4.16,96,,683,Crew_Quarters
000650,Radiation_Shield,32.5,30.1,19.0,9.29,2,,2009,Storage_Bay
000651,CO2_Scrubber,39.7,19.6,42.3,16.46,40,,697,Life_Support
000652,Tool_Kit,15.3,14.8,27.5,2.8,79,,80,Storage_Bay
000653,Vacuum_Sealed_Tools,47.0,15.8,44.1,16.37,76,,2374,Maintenance_Bay
000654,Handheld_Spectrometer,22.1,26.7,29.4,8.67,4,,4178,Engineering_Bay
000655,Radiation_Shield,32.1,49.1,12.3,9.69,89,,2542,Storage_Bay
